,0,1
0,not,0.027906766316242795
1,pacifi,0.026258129674922755
2,babi,0.022504515907903127
3,love,0.022113001934919527
4,one,0.020766370091073984
5,use,0.019283964094159483
6,great,0.019206871525385336
7,like,0.018740087234964727
8,would,0.016066925868331163
9,get,0.01439025536213505
10,star,0.014286123480955457
11,product,0.014045118508961655
12,littl,0.013869693597426546
13,son,0.013628507442104752
14,cute,0.01336049147502464
15,good,0.013285754997236547
16,month,0.01303344461584044
17,daughter,0.012982686190108375
18,easi,0.012773496960483532
19,work,0.012715385871360282
20,five,0.012434620734105664
21,well,0.011200347549385462
22,old,0.011184988904794226
23,time,0.011152387611657148
24,perfect,0.011046482884420894
25,realli,0.01100180193711953
26,mouth,0.010857645595178895
27,look,0.010508160673386568
28,bought,0.010391384801703957
29,keep,0.010367054868769956
30,br,0.010156691961841248
31,much,0.010033719645318068
32,also,0.009953555341956436
33,take,0.009863241996349527
34,bag,0.009797977681462884
35,hold,0.009784108487069999
36,seat,0.009713585330919879
37,put,0.00946338781751883
38,find,0.009386264490232072
39,make,0.009368730142293615
40,paci,0.00925479319864058
41,nice,0.009228937015395625
42,tri,0.009115707428916096
43,buy,0.009022234366720918
44,fit,0.00897335871796132
45,best,0.008939950035500025
46,wubbanub,0.008860091933849408
47,color,0.008783222444238896
48,purchas,0.008694790929763193
49,need,0.008508203015451906
50,thing,0.00848056160028059
51,recommend,0.008438082181118713
52,got,0.008331574275133202
53,still,0.008159368885504358
54,gift,0.008157037699463923
55,could,0.008047365232736471
56,back,0.00801982053784493
57,go,0.0080179077470022
58,size,0.007919107011392855
59,qualiti,0.007911149810571191
60,even,0.007891014287630319
61,wash,0.007887448836787775
62,bottl,0.007884366088504523
63,clean,0.007872864486264366
64,first,0.007860790462830235
65,seem,0.007750405705913284
66,want,0.007710949343252546
67,two,0.007553029769511276
68,2,0.007441488698557835
69,help,0.007316476349510874
70,order,0.007304522655276831
71,toy,0.007289973195071855
72,diaper,0.007233422659567437
73,night,0.007213295313785675
74,car,0.007212627627906768
75,price,0.007172912612615921
76,better,0.007114514468054407
77,nippl,0.007095095478549921
78,made,0.006981786473948142
79,soft,0.006928731550886257
80,think,0.006890470431532416
81,sinc,0.0068390637133962425
82,around,0.0067516658232598175
83,sleep,0.006605855144617583
84,binki,0.006598156409659664
85,soothi,0.006586891775169037
86,kid,0.006544789882632194
87,come,0.006476024581965031
88,give,0.006437606732828269
89,differ,0.006433136094261887
90,item,0.006370274659195095
91,anim,0.006357204245319578
92,year,0.006341993277750808
93,small,0.00632006203735183
94,3,0.006240203854374665
95,enough,0.006193082925520853
96,new,0.00609523769610216
97,crib,0.006086390247241605
98,hard,0.006065287281976622
99,easili,0.006058321214406474
100,favorit,0.0060482737787298105
101,fall,0.0059900129400065946
102,way,0.005988752070490105
103,child,0.005896202803451884
104,big,0.005886330282648635
105,happi,0.00585845634202217
106,high,0.00579805988488792
107,wish,0.0057570802360464935
108,see,0.005704450119689737
109,stay,0.0057001791952271145
110,brand,0.005689603810450217
111,without,0.005689580133827222
112,newborn,0.005677742482289928
113,day,0.005544111757806345
114,super,0.005525466145141008
115,stroller,0.005521818423731758
116,part,0.005509155192692808
117,lot,0.005501871392440028
118,everi,0.005470478751645906
119,ador,0.005459095058307671
120,pictur,0.005454059343226982
121,play,0.005413490005414873
122,right,0.005403376451284079
123,hand,0.005362249931173433
124,design,0.0053026262000135885
125,expect,0.005289200344644354
126,suck,0.005280777286816332
127,never,0.005250650131355095
128,week,0.0052410258302947755
129,bit,0.0052051634174716515
130,sure,0.005180794773998315
131,thought,0.005147424037241337
132,abl,0.00512740756608481
133,start,0.005106359537653309
134,though,0.005096869876155765
135,say,0.005092338063332369
136,cover,0.005054669783558317
137,4,0.005023829398310614
138,hospit,0.0050145144762878775
139,know,0.004940186915561728
140,us,0.004934486826701049
141,attach,0.0049249863015002155
142,side,0.004921671176057913
143,cup,0.004877785232782599
144,receiv,0.004862613205143566
145,easier,0.0048617801452598185
146,anoth,0.004848269620276328
147,problem,0.004845770797544778
148,comfort,0.004831530825203016
149,set,0.004825804999137743
150,someth,0.004812590602314719
151,alway,0.0047547408501097555
152,shape,0.004742242476082486
153,worth,0.004726128950742725
154,5,0.0047019236179224305
155,place,0.00468681466816823
156,pretti,0.00468681466816823
157,friend,0.004663731965069635
158,long,0.004661924164709967
159,glow,0.004658236746296983
160,monitor,0.004614589426933314
161,open,0.004595203464352855
162,boy,0.004553586477340846
163,light,0.004542811610367714
164,plastic,0.00452337076387373
165,far,0.004521246195306818
166,review,0.004502799878135466
167,shower,0.004501115889286555
168,water,0.004481952666024763
169,found,0.004460912846783549
170,came,0.004459874607879707
171,howev,0.004456169133829973
172,feel,0.004441278704385732
173,room,0.004433397223470145
174,girl,0.004401634359556331
175,definit,0.004361789438202697
176,dark,0.004334945957823395
177,mani,0.004328755218229785
178,four,0.00432802147710543
179,teeth,0.004294714440813433
180,ever,0.0042928767575827345
181,awesom,0.004266185305059682
182,gate,0.004198181864349731
183,store,0.0041884754748652015
184,piec,0.004181157991268067
185,idea,0.004175346222446326
186,actual,0.00417365150924693
187,grandson,0.004172995868124841
188,chang,0.004159470971750822
189,three,0.004112460689931156
190,pack,0.004090790521292519
191,excel,0.004014075619262122
192,6,0.003998076094520652
193,mam,0.003994475956141339
194,bed,0.003974321961964603
195,disappoint,0.003966315806117381
196,stuf,0.003942081094889961
197,pink,0.003925020643636046
198,money,0.003895919793505402
199,end,0.0038840020369100992
200,chair,0.003879167812261731
201,quick,0.003833591594173398
202,kind,0.003795392240557258
203,thank,0.0037870024667696826
204,yet,0.0037755210769941307
205,infant,0.003744434208120769
206,prefer,0.0037270812580140924
207,second,0.0037243203647422804
208,chew,0.003708505949167541
209,must,0.0037028647459477477
210,pad,0.00370266761762179
211,replac,0.0036857798739462536
212,exact,0.003671343325508341
213,monkey,0.003663322393181411
214,last,0.003658109920634487
215,issu,0.0036523556583722898
216,away,0.0035979227900438545
217,amazon,0.0035845207213970813
218,absolut,0.0035753758767606628
219,wonder,0.003552136955243766
220,strap,0.0035468307354306347
221,gave,0.003521288421196011
222,onto,0.0035183351472248617
223,toddler,0.0035115646396232303
224,1,0.003499128643923788
225,turn,0.0034946451689433582
226,mattress,0.0034932031560457114
227,dri,0.0034807343042623125
228,took,0.00347988890705591
229,handl,0.0034563527221120886
230,face,0.003454502546967139
231,close,0.003447607432002706
232,cloth,0.003420593009057809
233,materi,0.0034188495000448487
234,ship,0.0034188210410700504
235,avent,0.003412350189138875
236,pump,0.0034039208554417534
237,other,0.0033834633208861893
238,fun,0.0033704806047925332
239,nuk,0.003363774808699702
240,mom,0.00336009138247909
241,top,0.003355704344927219
242,hous,0.00334507036383758
243,arriv,0.0033310004577966038
244,almost,0.0033144239061213593
245,giraff,0.0033078671792036948
246,hope,0.003307378806486573
247,older,0.0032875175295910834
248,parent,0.003241880978841819
249,packag,0.0032404919209484784
250,born,0.0032131673172316514
251,pull,0.0032093762778865197
252,leak,0.0032047481940021445
253,sever,0.003192972621356534
