,0,1
0,microwav,0.03598911548702344
1,not,0.026801650232612575
2,work,0.015683061708166312
3,great,0.013898235655557832
4,use,0.012786376803113205
5,one,0.01126488574187319
6,good,0.008485238610761623
7,look,0.007841530854083156
8,would,0.0076952336366562304
9,star,0.007285601427860842
10,fit,0.007139304210433918
11,well,0.007080785323463148
12,perfect,0.006963747549521608
13,small,0.006905228662550838
14,like,0.006671153114667759
15,product,0.006115223688445446
16,door,0.005968926471018521
17,time,0.0059104075840477515
18,space,0.0058811481405623665
19,need,0.005705591479650057
20,instal,0.005617813149193902
21,unit,0.005442256488281593
22,easi,0.005120402609942359
23,size,0.005120402609942359
24,replac,0.004974105392515435
25,cook,0.004974105392515435
26,love,0.004915586505544665
27,get,0.00482780817508851
28,littl,0.004740029844632355
29,button,0.004740029844632355
30,kitchen,0.0046522515141762
31,new,0.0045937326272054305
32,purchas,0.0045937326272054305
33,nice,0.004564473183720046
34,five,0.004388916522807736
35,br,0.004359657079322351
36,heat,0.004359657079322351
37,price,0.004330397635836966
38,open,0.004067062644468503
39,oven,0.004037803200983118
40,old,0.0037159493226438835
41,counter,0.0037159493226438835
42,year,0.0035989115487023438
43,power,0.003540392661731574
44,month,0.003452614331275419
45,thing,0.0033063171138484945
46,plate,0.0032185387833923397
47,realli,0.0032185387833923397
48,want,0.003189279339906955
49,paint,0.003189279339906955
50,buy,0.0031600198964215702
51,much,0.0031015010094508004
52,bought,0.0031015010094508004
53,take,0.0031015010094508004
54,back,0.0029552037920238757
55,fine,0.002867425461567721
56,model,0.002838166018082336
57,also,0.002779647131111566
58,sharp,0.0027503876876261812
59,make,0.0027211282441407963
60,seem,0.0027211282441407963
61,item,0.0027211282441407963
62,ge,0.0026918688006554114
63,problem,0.0026333499136846415
64,review,0.0026333499136846415
65,could,0.002604090470199257
66,amazon,0.002604090470199257
67,far,0.002574831026713872
68,happi,0.002574831026713872
69,recommend,0.0025163121397431022
70,featur,0.0024577932527723324
71,second,0.0024577932527723324
72,food,0.0024285338092869474
73,2,0.0023992743658015625
74,cabinet,0.0023407554788307926
75,even,0.0023407554788307926
76,still,0.002223717704889253
77,day,0.002194458261403868
78,top,0.002194458261403868
79,right,0.002165198817918483
80,return,0.002135939374433098
81,enough,0.002135939374433098
82,first,0.002106679930947713
83,go,0.002106679930947713
84,applianc,0.0020774204874623283
85,turntabl,0.0020774204874623283
86,30,0.0020481610439769433
87,last,0.0020481610439769433
88,two,0.002018901600491559
89,corner,0.001989642157006174
90,insid,0.001989642157006174
91,qualiti,0.001960382713520789
92,clean,0.0019311232700354038
93,light,0.0019311232700354038
94,sinc,0.001901863826550019
95,minut,0.001901863826550019
96,start,0.001901863826550019
97,larg,0.001901863826550019
98,got,0.0018726043830646342
99,turn,0.0018726043830646342
100,big,0.0018726043830646342
101,servic,0.0018433449395792493
102,close,0.0018140854960938643
103,put,0.0018140854960938643
104,week,0.0018140854960938643
105,job,0.0017848260526084794
106,push,0.0017848260526084794
107,expect,0.0017848260526084794
108,part,0.0017848260526084794
109,arriv,0.0017263071656377096
110,ship,0.0017263071656377096
111,way,0.0017263071656377096
112,order,0.0016970477221523246
113,function,0.0016970477221523246
114,control,0.0016970477221523246
115,design,0.0016970477221523246
116,place,0.0016385288351815548
117,high,0.0016385288351815548
118,issu,0.0016092693916961698
119,made,0.0016092693916961698
120,better,0.0016092693916961698
121,set,0.0015800099482107851
122,quick,0.0015214910612400153
123,hold,0.0015214910612400153
124,box,0.0015214910612400153
125,bit,0.0015214910612400153
126,rang,0.0015214910612400153
127,someth,0.0015214910612400153
128,find,0.0014922316177546303
129,exact,0.0014922316177546303
130,lot,0.0014629721742692454
131,best,0.0014337127307838605
132,see,0.0014337127307838605
133,stainless,0.0014337127307838605
134,tri,0.0014337127307838605
135,watt,0.0014337127307838605
136,side,0.0014044532872984755
137,money,0.0014044532872984755
138,know,0.0014044532872984755
139,reheat,0.0014044532872984755
140,1,0.0013751938438130906
141,whirlpool,0.0013751938438130906
142,never,0.0013751938438130906
143,hard,0.0013459344003277057
144,vent,0.0013459344003277057
145,screw,0.0013459344003277057
146,damag,0.0013459344003277057
147,think,0.0013459344003277057
148,excel,0.0013459344003277057
149,stop,0.0013459344003277057
150,longer,0.0013166749568423208
151,hole,0.0013166749568423208
152,bottom,0.0013166749568423208
153,3,0.0013166749568423208
154,interior,0.001287415513356936
155,howev,0.001287415513356936
156,5,0.001287415513356936
157,popcorn,0.001287415513356936
158,four,0.001287415513356936
159,simpl,0.001287415513356936
160,found,0.0012581560698715511
161,smaller,0.0012581560698715511
162,fix,0.0012581560698715511
163,mani,0.0012288966263861662
164,ever,0.0012288966263861662
165,dinner,0.0012288966263861662
166,brand,0.0012288966263861662
167,sever,0.0012288966263861662
168,previous,0.0011996371829007813
169,everyth,0.0011996371829007813
170,compact,0.0011996371829007813
171,62,0.0011703777394153963
172,sure,0.0011703777394153963
173,receiv,0.0011703777394153963
174,said,0.0011411182959300114
175,less,0.0011411182959300114
176,took,0.0011411182959300114
177,steel,0.0011411182959300114
178,pleas,0.0011411182959300114
179,say,0.0011411182959300114
180,save,0.0011411182959300114
181,may,0.0011411182959300114
182,keep,0.0011411182959300114
183,pretti,0.0011411182959300114
184,warm,0.0011411182959300114
185,countertop,0.0011118588524446265
186,handl,0.0011118588524446265
187,room,0.0011118588524446265
188,without,0.0011118588524446265
189,custom,0.0010825994089592415
190,read,0.0010825994089592415
191,anoth,0.0010825994089592415
192,cover,0.0010825994089592415
193,fast,0.0010825994089592415
194,differ,0.0010825994089592415
195,three,0.0010825994089592415
196,remov,0.0010533399654738566
197,repair,0.0010533399654738566
198,deal,0.0010533399654738566
199,valu,0.0010240805219884717
200,long,0.0010240805219884717
201,hope,0.0010240805219884717
202,coupl,0.0010240805219884717
203,glass,0.0010240805219884717
204,worth,0.000994821078503087
205,anyth,0.000994821078503087
206,coat,0.000994821078503087
207,bad,0.000994821078503087
208,quit,0.0009655616350177019
209,though,0.0009655616350177019
210,spacemak,0.0009655616350177019
211,fan,0.0009655616350177019
212,add,0.0009655616350177019
213,came,0.0009655616350177019
214,full,0.0009655616350177019
215,hous,0.0009655616350177019
216,give,0.0009655616350177019
217,call,0.0009363021915323171
218,4,0.0009363021915323171
219,low,0.0009070427480469322
220,limit,0.0009070427480469322
221,packag,0.0009070427480469322
222,run,0.0009070427480469322
223,drawer,0.0009070427480469322
224,easili,0.0009070427480469322
225,thought,0.0008777833045615472
226,die,0.0008777833045615472
227,mount,0.0008777833045615472
228,wait,0.0008777833045615472
229,oper,0.0008777833045615472
230,come,0.0008777833045615472
231,home,0.0008777833045615472
232,front,0.0008777833045615472
233,match,0.0008777833045615472
234,plastic,0.0008485238610761623
235,built,0.0008485238610761623
236,stove,0.0008485238610761623
237,complaint,0.0008485238610761623
238,6,0.0008485238610761623
239,larger,0.0008485238610761623
240,hot,0.0008485238610761623
241,number,0.0008485238610761623
242,actual,0.0008485238610761623
243,instruct,0.0008485238610761623
244,us,0.0008485238610761623
245,option,0.0008192644175907774
246,samsung,0.0008192644175907774
247,timer,0.0008192644175907774
248,left,0.0008192644175907774
249,direct,0.0008192644175907774
250,reason,0.0007900049741053926
251,quiet,0.0007900049741053926
252,extra,0.0007900049741053926
253,machin,0.0007900049741053926
254,disappoint,0.0007900049741053926
255,went,0.0007900049741053926
256,probabl,0.0007900049741053926
257,updat,0.0007900049741053926
258,convect,0.0007900049741053926
259,advertis,0.0007607455306200076
260,etc,0.0007607455306200076
261,leav,0.0007607455306200076
262,abl,0.0007607455306200076
263,basic,0.0007607455306200076
264,yet,0.0007607455306200076
265,apart,0.0007607455306200076
266,plus,0.0007607455306200076
267,perform,0.0007607455306200076
268,danbi,0.0007607455306200076
269,decid,0.0007314860871346227
270,thank,0.0007314860871346227
271,overal,0.0007314860871346227
272,around,0.0007314860871346227
273,beep,0.0007314860871346227
274,wife,0.0007314860871346227
275,touch,0.0007314860871346227
276,area,0.0007314860871346227
277,requir,0.0007314860871346227
278,hour,0.0007022266436492378
279,own,0.0007022266436492378
280,rate,0.0007022266436492378
281,panel,0.0007022266436492378
282,press,0.0007022266436492378
283,pay,0.0007022266436492378
284,ago,0.0007022266436492378
