,0,1
0,hair,0.027440931047170398
1,not,0.025935542186530654
2,dryer,0.024856046839151505
3,one,0.020378710337159937
4,use,0.020272443444443216
5,great,0.01880349358117161
6,dri,0.01832251510245695
7,work,0.01698445578867289
8,love,0.01694275017722873
9,good,0.015624122939563743
10,like,0.015489297238100127
11,product,0.015030040396437322
12,blow,0.015028911969609633
13,would,0.014451220001751319
14,set,0.01348285270703719
15,power,0.013268171668151056
16,get,0.012944047042405028
17,time,0.012577348529464646
18,star,0.012420272680854307
19,cord,0.012361763652000642
20,year,0.011615399378110843
21,well,0.011534156971290017
22,heat,0.011284915166398589
23,hairdryer,0.011199606420022264
24,price,0.011140338831228051
25,realli,0.010999265834218171
26,br,0.01088851492855921
27,hot,0.010304698119379709
28,bought,0.01027909021426785
29,five,0.010108408463957705
30,much,0.010102458324892991
31,purchas,0.010074345967185035
32,look,0.01002457241960313
33,last,0.009796964507512072
34,littl,0.009783052296590832
35,high,0.00963891822686647
36,long,0.009623917319775016
37,nice,0.009588825916944635
38,travel,0.009406466447237005
39,buy,0.009350186659220298
40,recommend,0.0090842831381564
41,best,0.008986694243322572
42,air,0.008960971716385536
43,light,0.00889461226345339
44,need,0.008766672691486479
45,easi,0.00875324978898429
46,make,0.008744375898666962
47,also,0.008695833622421016
48,month,0.008363829320744665
49,old,0.00829127987506671
50,quick,0.008084180231584004
51,perfect,0.00793726117401502
52,want,0.00785324935647401
53,conair,0.007814090137483092
54,take,0.007756419071718539
55,retract,0.007693231325651998
56,first,0.007462035700710985
57,fast,0.007457432510164011
58,still,0.007435612099057523
59,small,0.007417900249009159
60,review,0.007323548543888504
61,button,0.0072610279695690914
62,better,0.00713613262588649
63,speed,0.007128741118668308
64,replac,0.007069092833885819
65,attach,0.0068970226326847085
66,even,0.0068276165853776456
67,lot,0.006756745315542866
68,heavi,0.006689480020227651
69,ever,0.006685784366340427
70,fine,0.006665079980751183
71,low,0.006659563018392953
72,two,0.006650327565785977
73,seem,0.006635243087480026
74,wall,0.00663393056605539
75,could,0.006595996130100996
76,happi,0.006595669877981029
77,day,0.006563271962086257
78,quiet,0.0065518847887713625
79,job,0.006534762471787625
80,thick,0.00650333748952868
81,thing,0.0064651281179746835
82,cool,0.00646458438770735
83,enough,0.0064636077980170644
84,go,0.0064521841744416015
85,back,0.0064384834120118205
86,got,0.006435436028796294
87,tri,0.0064241998550591435
88,feel,0.006360821263631057
89,size,0.00629279142330865
90,handl,0.006284915952834243
91,way,0.006280807878823935
92,differ,0.006077896491232975
93,new,0.006037808405602688
94,qualiti,0.005989341536441104
95,switch,0.005946878139278599
96,excel,0.005938198618986718
